Reporting Area,Current MMWR Year,MMWR WEEK,Label,Current week,"Current week, flag",Previous 52 week Max,"Previous 52 weeks Max, flag",Cumulative YTD Current MMWR Year,"Cumulative YTD Current MMWR Year, flag",Cumulative YTD Previous MMWR Year,"Cumulative YTD Previous MMWR Year, flag",LOCATION1,LOCATION2,sort_order,geocode
Pacific,2025,22,"Meningococcal disease, All serogroups",,-,4,,31,,47,,,Pacific,20252204607,
Alaska,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Alaska,,20252204608,POINT (-134.4068 58.29973)
California,2025,22,"Meningococcal disease, All serogroups",,-,4,,26,,39,,California,,20252204609,POINT (-121.49086 38.57944)
Hawaii,2025,22,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Hawaii,,20252204610,POINT (-157.85788 21.30493)
Oregon,2025,22,"Meningococcal disease, All serogroups",,-,1,,2,,2,,Oregon,,20252204611,POINT (-123.04382 44.93326)
Washington,2025,22,"Meningococcal disease, All serogroups",,-,1,,2,,4,,Washington,,20252204612,POINT (-122.89165 47.03954)
U.S. Territories,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,1,,,U.S. Territories,20252204613,
American Samoa,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,,-,American Samoa,,20252204614,
Commonwealth of Northern Mariana Islands,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252204615,
Guam,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Guam,,20252204616,
Puerto Rico,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,1,,Puerto Rico,,20252204617,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,,-,U.S. Virgin Islands,,20252204618,
Non-U.S. Residents,2025,22,"Meningococcal disease, All serogroups",,-,0,,,-,,-,,Non-U.S. Residents,20252204619,
Total,2025,22,"Meningococcal disease, All serogroups",2.0,,16,,182,,281,,,Total,20252204620,
U.S. Residents,2025,22,Pertussis,194.0,,"1,739",,"12,513",,"7,321",,,U.S. Residents,20252205251,
New England,2025,22,Pertussis,,-,89,,209,,199,,,New England,20252205252,
Connecticut,2025,22,Pertussis,,-,18,,35,,35,,Connecticut,,20252205253,POINT (-72.67398 41.76381)
Maine,2025,22,Pertussis,,-,17,,13,,26,,Maine,,20252205254,POINT (-69.77631 44.31804)
Massachusetts,2025,22,Pertussis,,-,40,,85,,117,,Massachusetts,,20252205255,POINT (-71.05675 42.35866)
New Hampshire,2025,22,Pertussis,,-,6,,50,,5,,New Hampshire,,20252205256,POINT (-71.53661 43.20725)
Rhode Island,2025,22,Pertussis,,-,38,,,-,13,,Rhode Island,,20252205257,POINT (-71.41198 41.82388)
Vermont,2025,22,Pertussis,,-,12,,26,,3,,Vermont,,20252205258,POINT (-72.57627 44.26029)
Middle Atlantic,2025,22,Pertussis,17.0,,244,,749,,"2,113",,,Middle Atlantic,20252205259,
New Jersey,2025,22,Pertussis,,-,68,,17,,569,,New Jersey,,20252205260,POINT (-74.75948 40.21794)
New York,2025,22,Pertussis,13.0,,80,,277,,495,,New York,,20252205261,POINT (-73.75522 42.65155)
New York City,2025,22,Pertussis,,-,40,,148,,300,,New York City,,20252205262,POINT (-73.75522 42.65155)
Pennsylvania,2025,22,Pertussis,4.0,,107,,307,,749,,Pennsylvania,,20252205263,POINT (-76.88224 40.25986)
East North Central,2025,22,Pertussis,37.0,,518,,"2,255",,"1,184",,,East North Central,20252205264,
Illinois,2025,22,Pertussis,,-,129,,436,,546,,Illinois,,20252205265,POINT (-89.64361 39.8013)
Indiana,2025,22,Pertussis,,-,32,,187,,82,,Indiana,,20252205266,POINT (-86.15013 39.76691)
Michigan,2025,22,Pertussis,2.0,,148,,631,,119,,Michigan,,20252205267,POINT (-84.55226 42.73194)
Ohio,2025,22,Pertussis,35.0,,93,,628,,323,,Ohio,,20252205268,POINT (-83.00276 39.96199)
Wisconsin,2025,22,Pertussis,,-,192,,373,,114,,Wisconsin,,20252205269,POINT (-89.38645 43.07313)
West North Central,2025,22,Pertussis,5.0,,298,,"1,249",,416,,,West North Central,20252205270,
Iowa,2025,22,Pertussis,,-,29,,142,,23,,Iowa,,20252205271,POINT (-93.61539 41.58981)
Kansas,2025,22,Pertussis,,-,17,,85,,40,,Kansas,,20252205272,POINT (-95.67119 39.04931)
Minnesota,2025,22,Pertussis,,-,145,,595,,167,,Minnesota,,20252205273,POINT (-93.09649 44.94339)
Missouri,2025,22,Pertussis,,-,52,,98,,98,,Missouri,,20252205274,POINT (-92.17785 38.57751)
Nebraska,2025,22,Pertussis,5.0,,60,,215,,6,,Nebraska,,20252205275,POINT (-96.70731 40.81362)
North Dakota,2025,22,Pertussis,,-,17,,58,,34,,North Dakota,,20252205276,POINT (-100.7797 46.80536)
South Dakota,2025,22,Pertussis,,-,38,,56,,48,,South Dakota,,20252205277,POINT (-100.34987 44.36917)
South Atlantic,2025,22,Pertussis,62.0,,144,,"1,537",,825,,,South Atlantic,20252205278,POINT (-100.34987 44.36917)
Delaware,2025,22,Pertussis,,-,6,,8,,13,,Delaware,,20252205279,POINT (-75.52474 39.15803)
District of Columbia,2025,22,Pertussis,,-,2,,7,,3,,District of Columbia,,20252205280,
Florida,2025,22,Pertussis,56.0,,49,,686,,147,,Florida,,20252205281,POINT (-84.28065 30.43978)
Georgia,2025,22,Pertussis,,-,18,,192,,56,,Georgia,,20252205282,POINT (-84.39111 33.74831)
Maryland,2025,22,Pertussis,1.0,,21,,64,,31,,Maryland,,20252205283,POINT (-76.49015 38.97678)
North Carolina,2025,22,Pertussis,,-,35,,272,,292,,North Carolina,,20252205284,POINT (-78.6427 35.78547)
South Carolina,2025,22,Pertussis,,-,17,,,-,96,,South Carolina,,20252205285,POINT (-81.04537 33.99882)
Virginia,2025,22,Pertussis,5.0,,36,,272,,171,,Virginia,,20252205286,POINT (-77.43367 37.54068)
West Virginia,2025,22,Pertussis,,-,6,,36,,16,,West Virginia,,20252205287,POINT (-81.63896 38.35016)
East South Central,2025,22,Pertussis,10.0,,103,,"1,111",,179,,,East South Central,20252205288,
Alabama,2025,22,Pertussis,3.0,,52,,519,,18,,Alabama,,20252205289,POINT (-86.30006 32.38015)
Kentucky,2025,22,Pertussis,2.0,,37,,244,,84,,Kentucky,,20252205290,POINT (-84.8787 38.19507)
Mississippi,2025,22,Pertussis,3.0,,7,,71,,15,,Mississippi,,20252205291,POINT (-90.18045 32.29896)
Tennessee,2025,22,Pertussis,2.0,,27,,277,,62,,Tennessee,,20252205292,POINT (-86.77817 36.16784)
West South Central,2025,22,Pertussis,16.0,,325,,611,,289,,,West South Central,20252205293,
Arkansas,2025,22,Pertussis,8.0,,35,,201,,3,,Arkansas,,20252205294,POINT (-92.27486 34.7487)
Louisiana,2025,22,Pertussis,,-,13,,82,,12,,Louisiana,,20252205295,POINT (-91.18665 30.44335)
Oklahoma,2025,22,Pertussis,8.0,,135,,224,,,-,Oklahoma,,20252205296,POINT (-97.52107 35.47203)
Texas,2025,22,Pertussis,,-,153,,104,,274,,Texas,,20252205297,POINT (-97.743 30.26759)
Mountain,2025,22,Pertussis,18.0,,164,,"1,584",,890,,,Mountain,20252205298,
Arizona,2025,22,Pertussis,10.0,,36,,493,,301,,Arizona,,20252205299,POINT (-112.07581 33.44825)
Colorado,2025,22,Pertussis,7.0,,47,,261,,253,,Colorado,,20252205300,POINT (-104.99203 39.74001)
Idaho,2025,22,Pertussis,1.0,,66,,394,,186,,Idaho,,20252205301,POINT (-116.19341 43.60764)
Montana,2025,22,Pertussis,,-,25,,185,,10,,Montana,,20252205302,POINT (-112.02066 46.58976)
Nevada,2025,22,Pertussis,,-,4,,25,,36,,Nevada,,20252205303,POINT (-119.76698 39.16505)
New Mexico,2025,22,Pertussis,,-,9,,45,,23,,New Mexico,,20252205304,POINT (-105.93825 35.69177)
Utah,2025,22,Pertussis,,-,19,,181,,81,,Utah,,20252205305,POINT (-111.88822 40.76031)
Wyoming,2025,22,Pertussis,,-,0,,,-,,-,Wyoming,,20252205306,POINT (-104.82155 41.13481)
Pacific,2025,22,Pertussis,29.0,,265,,"3,208",,"1,226",,,Pacific,20252205307,
Alaska,2025,22,Pertussis,,-,48,,96,,37,,Alaska,,20252205308,POINT (-134.4068 58.29973)
California,2025,22,Pertussis,9.0,,74,,834,,648,,California,,20252205309,POINT (-121.49086 38.57944)
Hawaii,2025,22,Pertussis,,-,16,,100,,30,,Hawaii,,20252205310,POINT (-157.85788 21.30493)
Oregon,2025,22,Pertussis,14.0,,73,,889,,193,,Oregon,,20252205311,POINT (-123.04382 44.93326)
Washington,2025,22,Pertussis,6.0,,147,,"1,289",,318,,Washington,,20252205312,POINT (-122.89165 47.03954)
U.S. Territories,2025,22,Pertussis,,-,5,,13,,22,,,U.S. Territories,20252205313,
American Samoa,2025,22,Pertussis,,-,0,,,-,,-,American Samoa,,20252205314,
Commonwealth of Northern Mariana Islands,2025,22,Pertussis,,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252205315,
Guam,2025,22,Pertussis,,-,1,,,-,1,,Guam,,20252205316,
Puerto Rico,2025,22,Pertussis,,-,5,,13,,21,,Puerto Rico,,20252205317,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,22,Pertussis,,-,0,,,-,,-,U.S. Virgin Islands,,20252205318,
Non-U.S. Residents,2025,22,Pertussis,,-,1,,1,,,-,,Non-U.S. Residents,20252205319,
Total,2025,22,Pertussis,194.0,,"1,743",,"12,527",,"7,343",,,Total,20252205320,
U.S. Residents,2025,23,"Measles, Imported",3.0,,7,,49,,34,,,U.S. Residents,20252304341,
New England,2025,23,"Measles, Imported",,-,1,,1,,,-,,New England,20252304342,
Connecticut,2025,23,"Measles, Imported",,-,0,,,-,,-,Connecticut,,20252304343,POINT (-72.67398 41.76381)
Maine,2025,23,"Measles, Imported",,-,0,,,-,,-,Maine,,20252304344,POINT (-69.77631 44.31804)
Massachusetts,2025,23,"Measles, Imported",,-,0,,,-,,-,Massachusetts,,20252304345,POINT (-71.05675 42.35866)
New Hampshire,2025,23,"Measles, Imported",,-,0,,,-,,-,New Hampshire,,20252304346,POINT (-71.53661 43.20725)
Rhode Island,2025,23,"Measles, Imported",,-,0,,,-,,-,Rhode Island,,20252304347,POINT (-71.41198 41.82388)
Vermont,2025,23,"Measles, Imported",,-,1,,1,,,-,Vermont,,20252304348,POINT (-72.57627 44.26029)
Middle Atlantic,2025,23,"Measles, Imported",1.0,,4,,17,,9,,,Middle Atlantic,20252304349,
New Jersey,2025,23,"Measles, Imported",,-,1,,1,,1,,New Jersey,,20252304350,POINT (-74.75948 40.21794)
New York,2025,23,"Measles, Imported",1.0,,3,,7,,1,,New York,,20252304351,POINT (-73.75522 42.65155)
New York City,2025,23,"Measles, Imported",,-,3,,5,,6,,New York City,,20252304352,POINT (-73.75522 42.65155)
Pennsylvania,2025,23,"Measles, Imported",,-,1,,4,,1,,Pennsylvania,,20252304353,POINT (-76.88224 40.25986)
East North Central,2025,23,"Measles, Imported",1.0,,2,,11,,4,,,East North Central,20252304354,
Illinois,2025,23,"Measles, Imported",,-,1,,1,,,-,Illinois,,20252304355,POINT (-89.64361 39.8013)
Indiana,2025,23,"Measles, Imported",,-,1,,1,,,-,Indiana,,20252304356,POINT (-86.15013 39.76691)
Michigan,2025,23,"Measles, Imported",,-,2,,4,,2,,Michigan,,20252304357,POINT (-84.55226 42.73194)
Ohio,2025,23,"Measles, Imported",1.0,,2,,5,,2,,Ohio,,20252304358,POINT (-83.00276 39.96199)
Wisconsin,2025,23,"Measles, Imported",,-,0,,,-,,-,Wisconsin,,20252304359,POINT (-89.38645 43.07313)
West North Central,2025,23,"Measles, Imported",,-,2,,2,,7,,,West North Central,20252304360,
Iowa,2025,23,"Measles, Imported",,-,0,,,-,,-,Iowa,,20252304361,POINT (-93.61539 41.58981)
Kansas,2025,23,"Measles, Imported",,-,1,,1,,,-,Kansas,,20252304362,POINT (-95.67119 39.04931)
Minnesota,2025,23,"Measles, Imported",,-,2,,1,,7,,Minnesota,,20252304363,POINT (-93.09649 44.94339)
Missouri,2025,23,"Measles, Imported",,-,0,,,-,,-,Missouri,,20252304364,POINT (-92.17785 38.57751)
Nebraska,2025,23,"Measles, Imported",,-,0,,,-,,-,Nebraska,,20252304365,POINT (-96.70731 40.81362)
North Dakota,2025,23,"Measles, Imported",,-,0,,,-,,-,North Dakota,,20252304366,POINT (-100.7797 46.80536)
South Dakota,2025,23,"Measles, Imported",,-,0,,,-,,-,South Dakota,,20252304367,POINT (-100.34987 44.36917)
South Atlantic,2025,23,"Measles, Imported",,-,1,,3,,6,,,South Atlantic,20252304368,POINT (-100.34987 44.36917)
Delaware,2025,23,"Measles, Imported",,-,0,,,-,,-,Delaware,,20252304369,POINT (-75.52474 39.15803)
District of Columbia,2025,23,"Measles, Imported",,-,1,,,-,,-,District of Columbia,,20252304370,
Florida,2025,23,"Measles, Imported",,-,1,,1,,2,,Florida,,20252304371,POINT (-84.28065 30.43978)
Georgia,2025,23,"Measles, Imported",,-,0,,,-,1,,Georgia,,20252304372,POINT (-84.39111 33.74831)
Maryland,2025,23,"Measles, Imported",,-,1,,1,,1,,Maryland,,20252304373,POINT (-76.49015 38.97678)
North Carolina,2025,23,"Measles, Imported",,-,1,,,-,,-,North Carolina,,20252304374,POINT (-78.6427 35.78547)
South Carolina,2025,23,"Measles, Imported",,-,0,,,-,,-,South Carolina,,20252304375,POINT (-81.04537 33.99882)
Virginia,2025,23,"Measles, Imported",,-,1,,1,,1,,Virginia,,20252304376,POINT (-77.43367 37.54068)
West Virginia,2025,23,"Measles, Imported",,-,0,,,-,1,,West Virginia,,20252304377,POINT (-81.63896 38.35016)
East South Central,2025,23,"Measles, Imported",,-,1,,2,,,-,,East South Central,20252304378,
Alabama,2025,23,"Measles, Imported",,-,0,,,-,,-,Alabama,,20252304379,POINT (-86.30006 32.38015)
Kentucky,2025,23,"Measles, Imported",,-,1,,2,,,-,Kentucky,,20252304380,POINT (-84.8787 38.19507)
Mississippi,2025,23,"Measles, Imported",,-,0,,,-,,-,Mississippi,,20252304381,POINT (-90.18045 32.29896)
Tennessee,2025,23,"Measles, Imported",,-,1,,,-,,-,Tennessee,,20252304382,POINT (-86.77817 36.16784)
West South Central,2025,23,"Measles, Imported",,-,1,,2,,,-,,West South Central,20252304383,
Arkansas,2025,23,"Measles, Imported",,-,0,,,-,,-,Arkansas,,20252304384,POINT (-92.27486 34.7487)
Louisiana,2025,23,"Measles, Imported",,-,1,,1,,,-,Louisiana,,20252304385,POINT (-91.18665 30.44335)
Oklahoma,2025,23,"Measles, Imported",,-,0,,,-,,-,Oklahoma,,20252304386,POINT (-97.52107 35.47203)
Texas,2025,23,"Measles, Imported",,-,1,,1,,,-,Texas,,20252304387,POINT (-97.743 30.26759)
Mountain,2025,23,"Measles, Imported",1.0,,3,,4,,3,,,Mountain,20252304388,
Arizona,2025,23,"Measles, Imported",1.0,,0,,1,,1,,Arizona,,20252304389,POINT (-112.07581 33.44825)
Colorado,2025,23,"Measles, Imported",,-,0,,,-,,-,Colorado,,20252304390,POINT (-104.99203 39.74001)
Idaho,2025,23,"Measles, Imported",,-,0,,,-,,-,Idaho,,20252304391,POINT (-116.19341 43.60764)
Montana,2025,23,"Measles, Imported",,-,2,,2,,,-,Montana,,20252304392,POINT (-112.02066 46.58976)
Nevada,2025,23,"Measles, Imported",,-,0,,,-,,-,Nevada,,20252304393,POINT (-119.76698 39.16505)
New Mexico,2025,23,"Measles, Imported",,-,1,,1,,2,,New Mexico,,20252304394,POINT (-105.93825 35.69177)
Utah,2025,23,"Measles, Imported",,-,0,,,-,,-,Utah,,20252304395,POINT (-111.88822 40.76031)
Wyoming,2025,23,"Measles, Imported",,-,0,,,-,,-,Wyoming,,20252304396,POINT (-104.82155 41.13481)
Pacific,2025,23,"Measles, Imported",,-,1,,7,,5,,,Pacific,20252304397,
Alaska,2025,23,"Measles, Imported",,-,1,,2,,,-,Alaska,,20252304398,POINT (-134.4068 58.29973)
California,2025,23,"Measles, Imported",,-,1,,3,,4,,California,,20252304399,POINT (-121.49086 38.57944)
Hawaii,2025,23,"Measles, Imported",,-,1,,2,,,-,Hawaii,,20252304400,POINT (-157.85788 21.30493)
Oregon,2025,23,"Measles, Imported",,-,1,,,-,,-,Oregon,,20252304401,POINT (-123.04382 44.93326)
Washington,2025,23,"Measles, Imported",,-,1,,,-,1,,Washington,,20252304402,POINT (-122.89165 47.03954)
U.S. Territories,2025,23,"Measles, Imported",,-,0,,,-,,-,,U.S. Territories,20252304403,
American Samoa,2025,23,"Measles, Imported",,-,0,,,-,,-,American Samoa,,20252304404,
Commonwealth of Northern Mariana Islands,2025,23,"Measles, Imported",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252304405,
Guam,2025,23,"Measles, Imported",,-,0,,,-,,-,Guam,,20252304406,
Puerto Rico,2025,23,"Measles, Imported",,-,0,,,-,,-,Puerto Rico,,20252304407,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,23,"Measles, Imported",,-,0,,,-,,-,U.S. Virgin Islands,,20252304408,
Non-U.S. Residents,2025,23,"Measles, Imported",,-,0,,,-,,-,,Non-U.S. Residents,20252304409,
Total,2025,23,"Measles, Imported",3.0,,7,,49,,34,,,Total,20252304410,
U.S. Residents,2025,23,"Measles, Indigenous",9.0,,109,,891,,113,,,U.S. Residents,20252304411,
New England,2025,23,"Measles, Indigenous",,-,3,,,-,1,,,New England,20252304412,
Connecticut,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Connecticut,,20252304413,POINT (-72.67398 41.76381)
Maine,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Maine,,20252304414,POINT (-69.77631 44.31804)
Massachusetts,2025,23,"Measles, Indigenous",,-,1,,,-,,-,Massachusetts,,20252304415,POINT (-71.05675 42.35866)
New Hampshire,2025,23,"Measles, Indigenous",,-,1,,,-,,-,New Hampshire,,20252304416,POINT (-71.53661 43.20725)
Rhode Island,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Rhode Island,,20252304417,POINT (-71.41198 41.82388)
Vermont,2025,23,"Measles, Indigenous",,-,1,,,-,1,,Vermont,,20252304418,POINT (-72.57627 44.26029)
Middle Atlantic,2025,23,"Measles, Indigenous",,-,4,,14,,7,,,Middle Atlantic,20252304419,
New Jersey,2025,23,"Measles, Indigenous",,-,2,,2,,1,,New Jersey,,20252304420,POINT (-74.75948 40.21794)
New York,2025,23,"Measles, Indigenous",,-,0,,,-,,-,New York,,20252304421,POINT (-73.75522 42.65155)
New York City,2025,23,"Measles, Indigenous",,-,2,,1,,3,,New York City,,20252304422,POINT (-73.75522 42.65155)
Pennsylvania,2025,23,"Measles, Indigenous",,-,4,,11,,3,,Pennsylvania,,20252304423,POINT (-76.88224 40.25986)
East North Central,2025,23,"Measles, Indigenous",,-,12,,46,,75,,,East North Central,20252304424,
Illinois,2025,23,"Measles, Indigenous",,-,4,,9,,67,,Illinois,,20252304425,POINT (-89.64361 39.8013)
Indiana,2025,23,"Measles, Indigenous",,-,4,,7,,1,,Indiana,,20252304426,POINT (-86.15013 39.76691)
Michigan,2025,23,"Measles, Indigenous",,-,2,,5,,2,,Michigan,,20252304427,POINT (-84.55226 42.73194)
Ohio,2025,23,"Measles, Indigenous",,-,10,,25,,4,,Ohio,,20252304428,POINT (-83.00276 39.96199)
Wisconsin,2025,23,"Measles, Indigenous",,-,0,,,-,1,,Wisconsin,,20252304429,POINT (-89.38645 43.07313)
West North Central,2025,23,"Measles, Indigenous",1.0,,19,,110,,4,,,West North Central,20252304430,
Iowa,2025,23,"Measles, Indigenous",,-,1,,1,,,-,Iowa,,20252304431,POINT (-93.61539 41.58981)
Kansas,2025,23,"Measles, Indigenous",1.0,,9,,72,,,-,Kansas,,20252304432,POINT (-95.67119 39.04931)
Minnesota,2025,23,"Measles, Indigenous",,-,11,,2,,2,,Minnesota,,20252304433,POINT (-93.09649 44.94339)
Missouri,2025,23,"Measles, Indigenous",,-,0,,,-,2,,Missouri,,20252304434,POINT (-92.17785 38.57751)
Nebraska,2025,23,"Measles, Indigenous",,-,1,,1,,,-,Nebraska,,20252304435,POINT (-96.70731 40.81362)
North Dakota,2025,23,"Measles, Indigenous",,-,10,,34,,,-,North Dakota,,20252304436,POINT (-100.7797 46.80536)
South Dakota,2025,23,"Measles, Indigenous",,-,1,,,-,,-,South Dakota,,20252304437,POINT (-100.34987 44.36917)
South Atlantic,2025,23,"Measles, Indigenous",2.0,,3,,8,,13,,,South Atlantic,20252304438,POINT (-100.34987 44.36917)
Delaware,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Delaware,,20252304439,POINT (-75.52474 39.15803)
District of Columbia,2025,23,"Measles, Indigenous",,-,0,,,-,,-,District of Columbia,,20252304440,
Florida,2025,23,"Measles, Indigenous",1.0,,1,,2,,10,,Florida,,20252304441,POINT (-84.28065 30.43978)
Georgia,2025,23,"Measles, Indigenous",,-,3,,3,,3,,Georgia,,20252304442,POINT (-84.39111 33.74831)
Maryland,2025,23,"Measles, Indigenous",,-,1,,1,,,-,Maryland,,20252304443,POINT (-76.49015 38.97678)
North Carolina,2025,23,"Measles, Indigenous",,-,0,,,-,,-,North Carolina,,20252304444,POINT (-78.6427 35.78547)
South Carolina,2025,23,"Measles, Indigenous",,-,1,,,-,,-,South Carolina,,20252304445,POINT (-81.04537 33.99882)
Virginia,2025,23,"Measles, Indigenous",1.0,,1,,2,,,-,Virginia,,20252304446,POINT (-77.43367 37.54068)
West Virginia,2025,23,"Measles, Indigenous",,-,0,,,-,,-,West Virginia,,20252304447,POINT (-81.63896 38.35016)
East South Central,2025,23,"Measles, Indigenous",,-,2,,6,,,-,,East South Central,20252304448,
Alabama,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Alabama,,20252304449,POINT (-86.30006 32.38015)
Kentucky,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Kentucky,,20252304450,POINT (-84.8787 38.19507)
Mississippi,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Mississippi,,20252304451,POINT (-90.18045 32.29896)
Tennessee,2025,23,"Measles, Indigenous",,-,2,,6,,,-,Tennessee,,20252304452,POINT (-86.77817 36.16784)
West South Central,2025,23,"Measles, Indigenous",2.0,,90,,621,,2,,,West South Central,20252304453,
Arkansas,2025,23,"Measles, Indigenous",,-,2,,8,,,-,Arkansas,,20252304454,POINT (-92.27486 34.7487)
Louisiana,2025,23,"Measles, Indigenous",,-,1,,1,,2,,Louisiana,,20252304455,POINT (-91.18665 30.44335)
Oklahoma,2025,23,"Measles, Indigenous",2.0,,4,,16,,,-,Oklahoma,,20252304456,POINT (-97.52107 35.47203)
Texas,2025,23,"Measles, Indigenous",,-,87,,596,,,-,Texas,,20252304457,POINT (-97.743 30.26759)
Mountain,2025,23,"Measles, Indigenous",3.0,,9,,76,,4,,,Mountain,20252304458,
Arizona,2025,23,"Measles, Indigenous",,-,0,,,-,4,,Arizona,,20252304459,POINT (-112.07581 33.44825)
Colorado,2025,23,"Measles, Indigenous",2.0,,3,,9,,,-,Colorado,,20252304460,POINT (-104.99203 39.74001)
Idaho,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Idaho,,20252304461,POINT (-116.19341 43.60764)
Montana,2025,23,"Measles, Indigenous",1.0,,5,,17,,,-,Montana,,20252304462,POINT (-112.02066 46.58976)
Nevada,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Nevada,,20252304463,POINT (-119.76698 39.16505)
New Mexico,2025,23,"Measles, Indigenous",,-,9,,50,,,-,New Mexico,,20252304464,POINT (-105.93825 35.69177)
Utah,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Utah,,20252304465,POINT (-111.88822 40.76031)
Wyoming,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Wyoming,,20252304466,POINT (-104.82155 41.13481)
Pacific,2025,23,"Measles, Indigenous",1.0,,9,,10,,7,,,Pacific,20252304467,
Alaska,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Alaska,,20252304468,POINT (-134.4068 58.29973)
California,2025,23,"Measles, Indigenous",1.0,,3,,10,,5,,California,,20252304469,POINT (-121.49086 38.57944)
Hawaii,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Hawaii,,20252304470,POINT (-157.85788 21.30493)
Oregon,2025,23,"Measles, Indigenous",,-,9,,,-,,-,Oregon,,20252304471,POINT (-123.04382 44.93326)
Washington,2025,23,"Measles, Indigenous",,-,1,,,-,2,,Washington,,20252304472,POINT (-122.89165 47.03954)
U.S. Territories,2025,23,"Measles, Indigenous",,-,0,,,-,,-,,U.S. Territories,20252304473,
American Samoa,2025,23,"Measles, Indigenous",,-,0,,,-,,-,American Samoa,,20252304474,
Commonwealth of Northern Mariana Islands,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20252304475,
Guam,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Guam,,20252304476,
Puerto Rico,2025,23,"Measles, Indigenous",,-,0,,,-,,-,Puerto Rico,,20252304477,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,23,"Measles, Indigenous",,-,0,,,-,,-,U.S. Virgin Islands,,20252304478,
Non-U.S. Residents,2025,23,"Measles, Indigenous",,-,0,,,-,,-,,Non-U.S. Residents,20252304479,
Total,2025,23,"Measles, Indigenous",9.0,,109,,891,,113,,,Total,20252304480,
U.S. Residents,2025,23,"Meningococcal disease, All serogroups",3.0,,16,,201,,290,,,U.S. Residents,20252304551,
New England,2025,23,"Meningococcal disease, All serogroups",,-,2,,11,,10,,,New England,20252304552,
Connecticut,2025,23,"Meningococcal disease, All serogroups",,-,1,,5,,4,,Connecticut,,20252304553,POINT (-72.67398 41.76381)
Maine,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Maine,,20252304554,POINT (-69.77631 44.31804)
Massachusetts,2025,23,"Meningococcal disease, All serogroups",,-,2,,6,,5,,Massachusetts,,20252304555,POINT (-71.05675 42.35866)
New Hampshire,2025,23,"Meningococcal disease, All serogroups",,-,1,,,-,,-,New Hampshire,,20252304556,POINT (-71.53661 43.20725)
Rhode Island,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Rhode Island,,20252304557,POINT (-71.41198 41.82388)
Vermont,2025,23,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Vermont,,20252304558,POINT (-72.57627 44.26029)
Middle Atlantic,2025,23,"Meningococcal disease, All serogroups",,-,4,,20,,45,,,Middle Atlantic,20252304559,
New Jersey,2025,23,"Meningococcal disease, All serogroups",,-,3,,6,,14,,New Jersey,,20252304560,POINT (-74.75948 40.21794)
New York,2025,23,"Meningococcal disease, All serogroups",,-,2,,7,,12,,New York,,20252304561,POINT (-73.75522 42.65155)
New York City,2025,23,"Meningococcal disease, All serogroups",,-,2,,4,,15,,New York City,,20252304562,POINT (-73.75522 42.65155)
Pennsylvania,2025,23,"Meningococcal disease, All serogroups",,-,2,,3,,4,,Pennsylvania,,20252304563,POINT (-76.88224 40.25986)
East North Central,2025,23,"Meningococcal disease, All serogroups",,-,5,,32,,33,,,East North Central,20252304564,
Illinois,2025,23,"Meningococcal disease, All serogroups",,-,3,,14,,11,,Illinois,,20252304565,POINT (-89.64361 39.8013)
Indiana,2025,23,"Meningococcal disease, All serogroups",,-,1,,3,,4,,Indiana,,20252304566,POINT (-86.15013 39.76691)
Michigan,2025,23,"Meningococcal disease, All serogroups",,-,2,,4,,8,,Michigan,,20252304567,POINT (-84.55226 42.73194)
Ohio,2025,23,"Meningococcal disease, All serogroups",,-,2,,11,,9,,Ohio,,20252304568,POINT (-83.00276 39.96199)
